"long","lat","CTPRV_NM","SGNG_NM","X2019.05","X2019.06","X2019.07","X2019.08","X2019.09","X2019.10","X2019.11","X2019.12","X2020.01","X2020.02","X2020.03","X2020.04","X2020.05","X2020.06","X2020.07","X2020.08","X2020.09","X2020.10","X2020.11","X2020.12","X2021.01","X2021.02","X2021.03","X2021.04","X2021.05","X2021.06","X2021.07","X2021.08","X2021.09","X2021.10","X2021.11","X2021.12","X2022.01","X2022.02","X2022.03","X2022.04","X2022.05","X2022.06","X2022.07","X2022.08","X2022.09","X2022.10","X2022.11"
127.92873636047,35.3902200316905,"경상남도","산청",20,20,15,16,12,12,16,18,19,19,16,15,14,17,10,17,11,13,15,16,17,18,18,14,15,17,12,11,9,13,16,16,18,18,18,18,18,15,16,12,12,14,17
129.171595679961,37.294568722844,"강원도","삼척",19,17,17,13,10,11,10,14,14,17,14,14,12,15,9,13,10,12,13,12,9,15,14,12,12,13,9,8,6,7,14,12,16,17,21,17,14,12,8,7,9,13,13
128.048820797403,36.4646453941616,"경상북도","상주",23,17,12,13,11,15,19,25,28,27,23,20,18,19,10,13,13,21,29,32,28,29,28,22,24,21,12,8,5,16,28,27,29,26,26,18,17,15,15,10,10,13,28
126.56976423489,33.2998742974394,"제주특별자치도","서귀포",17,18,14,16,10,13,15,16,18,20,15,19,19,14,9,16,12,15,12,13,13,16,23,14,16,12,8,7,7,10,16,13,15,17,19,15,14,10,10,7,13,10,14
126.415122046263,36.8635050022916,"충청남도","서산",23,18,16,18,15,19,20,24,27,25,22,18,17,18,14,14,13,17,19,22,21,31,35,19,20,18,13,12,8,13,21,22,26,24,20,19,14,9,14,8,12,16,22
126.989506696597,37.5523501644744,"서울특별시","서울특별시",29,20,19,16,12,15,20,28,29,28,25,21,19,21,13,14,11,17,24,27,21,29,32,19,20,19,15,13,7,13,26,23,29,26,21,22,17,12,16,11,11,14,22
126.654579900108,36.1042829175718,"충청남도","서천",26,19,15,18,14,17,20,25,31,30,26,20,17,16,11,13,13,18,23,26,24,29,30,18,17,16,12,10,8,13,19,22,25,24,20,19,14,9,12,7,12,14,21
127.127195183665,37.4174763616761,"경기도","성남",24,17,17,15,11,14,20,29,28,28,25,20,17,20,12,13,10,16,22,26,20,29,30,16,17,18,13,11,6,12,25,23,29,26,23,20,15,11,13,9,10,14,22
128.223246173473,35.9057611340307,"경상북도","성주",20,17,15,15,12,13,19,24,22,22,20,18,18,16,11,15,15,20,25,27,26,27,25,20,20,22,16,13,12,16,23,22,25,22,24,18,17,16,16,10,15,14,21
127.254380125112,36.580817973495,"세종특별자치시","세종특별자치시",25,20,14,16,12,17,26,32,31,28,23,18,14,16,9,11,10,20,25,28,25,27,27,16,16,16,9,9,7,15,24,26,30,27,24,17,14,10,12,8,10,15,25
128.566307400416,38.1934308543285,"강원도","속초",21,16,15,13,7,8,9,14,9,17,17,15,11,16,9,9,8,11,13,2,10,18,18,16,16,19,12,10,5,6,11,9,13,13,14,13,10,8,9,8,8,12,10
127.014903158134,37.2783545568943,"경기도","수원",28,19,18,18,13,16,21,29,30,28,25,19,18,21,13,14,11,18,24,26,21,30,33,17,19,19,15,12,7,13,23,22,28,25,23,20,16,11,15,10,12,8,22
127.080329390726,35.4298043998318,"전라북도","순창",23,23,13,22,22,17,20,24,28,25,18,16,21,21,13,15,11,20,24,22,21,25,29,19,21,20,7,6,7,12,17,15,16,17,15,13,14,13,14,10,10,19,25
127.412427361359,34.9581438170461,"전라남도","순천",20,18,11,16,9,10,17,19,19,18,14,14,15,13,8,14,11,13,14,16,17,18,20,14,16,15,10,9,8,11,16,15,16,17,16,13,14,10,11,7,9,10,17
126.788327976352,37.3940542322459,"경기도","시흥",37,23,20,17,17,22,26,35,36,30,24,20,22,24,17,15,14,22,29,29,23,35,40,21,26,25,18,14,10,17,30,27,31,26,26,26,20,15,19,12,16,20,29
125.910237867517,34.7799981738059,"전라남도","신안",19,13,9,20,9,12,12,15,22,17,14,14,14,14,8,14,12,12,12,15,14,20,27,15,19,16,10,10,6,10,18,17,18,18,14,14,14,10,10,6,10,9,14
126.999904544807,36.8207038254269,"충청남도","아산",34,28,21,18,15,24,32,35,37,34,31,23,26,24,15,14,14,24,30,31,28,37,41,23,27,25,16,15,10,20,30,29,34,31,29,25,18,12,16,10,15,22,31
128.732812558857,36.5775070649546,"경상북도","안동",20,17,16,15,10,13,19,26,25,23,19,18,15,15,9,13,12,16,21,24,20,22,19,15,17,14,10,10,7,10,18,19,21,20,19,15,15,11,10,8,6,11,22
126.751334691877,37.278137608796,"경기도","안산",25,16,16,17,13,16,20,27,31,27,22,16,15,17,11,11,9,16,23,27,22,31,35,17,18,18,14,13,8,14,26,25,31,27,23,21,15,10,15,9,12,16,23
127.269843250785,37.0341266134758,"경기도","안성",27,17,13,15,11,17,27,33,35,33,31,23,19,20,12,12,12,25,31,36,27,35,37,21,20,20,12,12,8,19,32,29,37,32,31,25,18,11,14,9,12,21,34
126.937714827469,37.4038988696189,"경기도","안양",26,17,17,14,11,14,21,33,33,29,25,20,21,24,15,12,13,20,26,25,19,29,33,17,23,22,14,11,7,12,24,23,29,26,24,23,17,14,17,12,14,18,25
128.030593387564,38.2365519435417,"강원도","양구",22,15,13,13,9,13,20,28,24,24,21,19,14,17,8,9,8,15,20,24,20,26,23,16,15,13,11,10,6,10,20,19,26,25,23,17,13,10,7,6,6,7,16
129.060668471915,35.3917969967678,"경상남도","양산",22,21,18,20,14,15,19,23,20,21,17,16,18,17,14,19,15,19,20,21,17,21,21,17,17,19,16,16,11,14,20,20,21,18,20,15,17,11,13,13,11,12,19
128.69171892651,38.0055069283458,"강원도","양양",19,14,12,12,8,11,13,15,16,19,16,15,11,14,7,9,8,11,14,17,12,18,16,12,10,10,8,8,4,7,13,13,18,18,16,15,13,9,7,7,6,5,13
126.996596901136,37.8075090968168,"경기도","양주",24,17,19,15,14,20,24,29,28,26,22,19,19,20,12,10,9,17,28,30,21,29,31,17,20,19,13,12,6,14,29,25,29,25,21,21,17,14,14,11,11,15,27
127.571181207234,37.5069000301287,"경기도","양평",23,18,15,16,10,14,20,28,28,27,23,19,16,21,11,12,10,18,26,33,25,30,27,18,18,17,13,11,8,15,29,25,33,29,25,21,18,13,11,9,8,13,22
127.62184534683,34.584808941968,"전라남도","여수",21,20,13,17,12,12,15,15,16,16,13,14,14,13,8,16,12,12,13,14,14,16,16,12,14,14,10,10,8,13,17,17,21,19,18,14,16,9,11,8,10,11,18
127.582841342872,37.3002641417873,"경기도","여주",30,21,11,16,15,22,34,41,36,35,28,23,22,24,11,12,13,23,31,39,28,33,33,23,26,25,13,12,9,19,34,27,36,29,29,25,22,17,15,11,11,19,32
126.984284237063,38.1648369078213,"경기도","연천",22,12,11,8,7,11,18,25,24,19,18,15,13,15,8,9,9,13,19,24,20,28,28,17,19,19,15,12,6,12,24,21,19,24,20,18,15,9,9,7,5,7,20
126.365220715886,35.3034113991377,"전라남도","영광",27,26,15,20,18,22,24,21,27,20,21,20,19,22,12,18,18,21,22,20,21,27,29,18,24,22,16,14,12,18,23,25,29,28,21,19,16,15,16,12,17,20,30
129.368440803226,36.4568946053577,"경상북도","영덕",20,17,15,15,12,13,19,18,18,19,15,15,11,12,7,16,10,11,14,17,16,19,16,13,14,14,11,11,7,10,16,15,18,17,17,15,15,12,12,10,8,8,15
127.802507864312,36.1638241723916,"충청북도","영동",26,27,15,16,13,14,22,29,29,27,23,20,17,20,8,10,10,17,24,28,25,26,24,17,19,18,9,10,9,16,22,23,28,24,23,17,17,13,13,9,10,11,22
126.594022914153,34.8144564233464,"전라남도","영암",27,20,20,22,17,17,20,25,27,24,22,24,22,22,15,23,20,22,23,25,25,27,28,21,23,19,11,10,12,19,24,26,26,27,22,20,16,11,10,7,12,15,21
129.152788218023,36.6995513721765,"경상북도","영양",20,17,15,15,12,13,19,24,22,22,18,16,12,9,3,7,8,14,16,22,15,18,14,11,13,14,9,8,5,9,18,17,21,18,18,15,13,10,10,7,5,10,18
128.47867644225,37.1891885774296,"강원도","영월",24,17,12,15,10,16,26,32,32,32,25,23,18,20,7,9,12,22,26,23,15,18,17,11,16,12,5,9,6,11,21,20,26,23,20,17,16,11,5,6,10,7,20
128.6323170838,36.8282668397732,"경상북도","영주",21,17,14,15,14,20,30,37,22,22,22,23,19,20,11,16,14,22,30,35,28,32,29,23,24,19,13,13,12,11,27,25,32,27,26,20,18,14,12,12,14,22,36
128.917707790228,35.9835365466623,"경상북도","영천",25,21,17,15,11,12,20,25,29,19,16,15,16,16,11,16,12,17,24,22,18,21,19,14,17,22,16,15,7,13,21,19,22,21,22,16,16,13,16,12,10,13,24
126.776646173689,36.6788407974715,"충청남도","예산",27,24,18,17,15,22,26,31,38,33,25,22,20,20,13,14,12,20,29,30,28,36,40,20,24,22,14,14,10,19,27,28,32,28,27,22,17,13,16,10,14,21,30
128.431869465564,36.640220630281,"경상북도","예천",20,17,15,15,12,13,19,24,22,22,17,15,13,14,6,11,10,17,23,25,22,24,21,15,19,18,11,9,8,14,21,21,25,23,22,17,17,14,14,11,7,11,23
127.052064356094,37.1609113693711,"경기도","오산",29,20,17,11,10,14,22,29,31,30,26,19,19,21,9,8,8,16,22,24,19,27,34,18,21,18,9,10,5,14,27,25,29,25,26,24,21,16,17,8,12,18,25
127.657071617171,36.3212412349669,"충청북도","옥천",27,27,16,16,14,20,28,36,35,31,27,22,19,18,8,11,15,24,26,29,27,29,28,19,22,23,11,10,9,16,23,25,28,24,23,19,17,11,13,9,13,15,28
126.800539556345,34.29367060989,"전라남도","완도",20,18,12,14,10,11,14,13,17,16,12,13,12,9,6,13,11,12,11,13,12,14,14,10,12,10,8,9,7,12,15,16,19,16,13,12,14,10,10,7,11,10,14
127.139125227459,35.8621972169568,"전라북도","완주",27,27,17,18,14,17,18,19,23,25,27,24,25,31,14,17,13,17,19,23,20,25,30,18,21,22,10,10,9,16,22,24,28,27,25,21,17,12,15,9,12,14,22
127.142877932344,37.2635828943648,"경기도","용인",28,18,15,15,12,16,24,35,33,32,29,22,17,20,11,12,10,20,27,32,25,32,34,19,18,18,12,11,7,15,28,26,34,29,27,23,17,12,14,9,11,17,27
131.662976130647,37.2970231035571,"경상북도","울릉도",20,17,21,15,9,9,9,24,22,22,12,12,13,16,13,14,15,12,9,9,8,14,14,13,12,10,8,10,7,9,15,8,9,11,15,14,17,12,9,11,12,18,18
129.338439109325,35.5448277462136,"울산광역시","울산광역시",26,22,19,18,13,11,15,20,19,19,17,17,19,19,12,17,14,15,17,19,17,21,20,16,17,17,10,11,8,12,17,17,18,18,20,16,19,12,12,14,12,12,19
129.358790933914,36.8885561574314,"경상북도","울진",13,8,17,17,10,12,16,18,12,16,13,12,9,9,3,8,7,11,15,22,14,19,16,14,16,15,10,11,8,10,14,13,16,17,39,16,16,13,9,7,7,7,14
127.945939363138,37.3223782821555,"강원도","원주",26,23,17,17,12,16,23,31,30,28,24,21,16,21,10,13,9,16,22,29,22,26,24,17,18,17,13,14,7,14,25,22,31,25,21,18,17,13,13,10,8,7,24
127.601964295044,36.9862989682482,"충청북도","음성",30,27,16,14,12,22,33,34,34,31,28,25,18,21,10,13,13,23,28,33,27,30,28,18,23,19,10,10,7,17,30,28,35,30,28,22,20,15,14,10,13,18,30
128.221106597246,35.4050641624465,"경상남도","의령",20,20,15,16,12,12,16,21,20,19,14,13,14,16,10,17,12,13,15,18,16,18,15,13,13,16,12,11,8,12,16,16,19,17,16,16,18,14,16,11,11,14,22
128.59129642952,36.3721143618998,"경상북도","의성",20,17,15,15,12,13,19,24,8,23,17,15,13,13,5,10,7,13,21,26,22,23,20,15,17,16,9,8,6,11,21,20,25,22,20,14,14,11,11,8,7,10,22
126.974543283463,37.3597396836465,"경기도","의왕",28,18,18,17,14,17,24,35,35,30,29,21,19,23,14,13,11,18,25,27,20,29,32,15,16,16,12,10,6,12,22,21,27,24,21,19,14,9,12,8,10,13,21
127.075603001006,37.7394826118057,"경기도","의정부",25,18,18,14,11,15,22,31,33,29,25,18,16,18,11,12,10,16,24,28,21,28,29,17,18,17,13,11,7,13,27,24,29,25,21,20,16,12,14,12,10,13,23
